loan_id,segment_id,segment_name,current_balance,orig_balance,remaining_term_quarters,risk_rating,fico,ltv_ratio,dti_ratio,dscr,utilization_rate,payment_shock_index,delinquency_flag,collateral_buffer,region
RRB-00519,commercial_and_industrial,Commercial and Industrial,527661.69,664837.96,13,7,654,0.345,0.3014,1.4909,0.3347,0.1528,0,1.0362,Southeast
RRB-00520,commercial_and_industrial,Commercial and Industrial,1659718.38,1958106.8,16,5,733,0.6001,0.2545,1.0912,0.6337,0.1886,0,0.7835,Southeast
RRB-00521,commercial_and_industrial,Commercial and Industrial,739960.4,912337.6,5,7,716,0.5049,0.2195,1.5504,0.5995,0.2628,0,0.8667,Northeast
RRB-00522,commercial_and_industrial,Commercial and Industrial,1251711.47,1813457.12,8,7,657,0.4503,0.2212,1.5778,0.536,0.0381,0,1.1217,Northeast
RRB-00523,commercial_and_industrial,Commercial and Industrial,1792983.94,1967744.15,11,9,677,0.4084,0.2378,1.5503,0.5536,0.0843,0,1.1239,Southeast
RRB-00524,commercial_and_industrial,Commercial and Industrial,737978.82,955117.91,6,7,649,0.305,0.3908,1.2703,0.4291,0.2533,0,0.9923,Southeast
RRB-00525,commercial_and_industrial,Commercial and Industrial,961547.12,1217249.22,12,8,664,0.325,0.2762,1.4062,0.6826,0.1654,0,1.0402,Mountain
RRB-00526,commercial_and_industrial,Commercial and Industrial,973203.63,1339336.25,4,9,722,0.3911,0.2231,1.2103,0.5407,0.217,0,0.9833,Midwest
RRB-00527,commercial_and_industrial,Commercial and Industrial,348176.13,446095.69,11,7,734,0.4348,0.1649,0.9697,0.6613,0.2421,1,0.9108,Northeast
RRB-00528,commercial_and_industrial,Commercial and Industrial,780389.27,1000406.77,14,7,708,0.306,0.3684,1.2453,0.6764,0.0925,0,0.974,Northeast
RRB-00529,commercial_and_industrial,Commercial and Industrial,722816.41,775345.61,4,8,753,0.4286,0.2073,1.2591,0.4788,0.2115,0,0.9803,Southeast
RRB-00530,commercial_and_industrial,Commercial and Industrial,867217.23,1154778.77,13,8,641,0.4642,0.3679,0.9789,0.3436,0.1177,0,1.0263,Southeast
RRB-00531,commercial_and_industrial,Commercial and Industrial,175925.77,224892.19,13,7,632,0.3451,0.2055,1.0545,0.5466,0.0859,0,1.136,Northeast
RRB-00532,commercial_and_industrial,Commercial and Industrial,479263.04,631242.47,9,9,671,0.2935,0.1658,0.9178,0.442,0.2574,1,0.7953,Southeast
RRB-00533,commercial_and_industrial,Commercial and Industrial,238550.27,266881.86,8,5,703,0.2388,0.285,1.125,0.4383,0.1282,0,1.0702,Southeast
RRB-00534,commercial_and_industrial,Commercial and Industrial,1357092.22,1523181.44,14,6,738,0.2751,0.2893,1.1238,0.8266,0.1904,0,1.0539,Southeast
RRB-00535,commercial_and_industrial,Commercial and Industrial,1170874.52,1295759.55,6,8,694,0.2378,0.3049,1.2962,0.3577,0.1729,0,0.8605,Northeast
RRB-00536,commercial_and_industrial,Commercial and Industrial,1745547.98,2481336.24,8,6,713,0.4366,0.1771,1.2515,0.5192,0.1855,1,1.1222,Midwest
RRB-00537,commercial_and_industrial,Commercial and Industrial,1318954.78,1681165.42,12,7,651,0.3946,0.2109,1.5441,0.769,0.2508,0,0.8575,Southeast
RRB-00538,commercial_and_industrial,Commercial and Industrial,572144.92,813709.55,7,4,664,0.2273,0.1994,1.0446,0.281,0.2151,0,0.7505,Southeast
RRB-00539,commercial_and_industrial,Commercial and Industrial,590819.99,625999.49,14,5,623,0.6359,0.2116,1.344,0.8004,0.0469,0,1.1239,Northeast
RRB-00540,commercial_and_industrial,Commercial and Industrial,1085944.89,1445793.24,13,8,749,0.4523,0.379,1.1293,0.6231,0.1204,0,0.9757,Midwest
RRB-00541,commercial_and_industrial,Commercial and Industrial,1442462.73,2011133.26,14,7,741,0.6597,0.1979,0.898,0.3808,0.1023,0,0.9664,Midwest
RRB-00542,commercial_and_industrial,Commercial and Industrial,461248.69,514437.02,11,4,707,0.4397,0.2847,1.3392,0.5492,0.0602,1,0.9958,Midwest
RRB-00543,commercial_and_industrial,Commercial and Industrial,1095396.97,1574781.17,16,6,659,0.4317,0.2971,0.9161,0.2937,0.0467,0,0.7975,Southeast
RRB-00544,commercial_and_industrial,Commercial and Industrial,1224897.64,1510620.09,8,4,700,0.6014,0.3377,0.997,0.6516,0.122,0,1.0092,Southeast
RRB-00545,commercial_and_industrial,Commercial and Industrial,1306972.4,1415274.58,7,7,710,0.2331,0.2,1.4453,0.4775,0.0888,0,0.9764,Midwest
RRB-00546,commercial_and_industrial,Commercial and Industrial,364256.2,454806.03,4,5,693,0.6506,0.2741,1.3471,0.756,0.045,0,0.9055,Southeast
RRB-00547,commercial_and_industrial,Commercial and Industrial,794720.94,934283.75,16,9,677,0.4422,0.1742,1.5079,0.5131,0.1035,0,0.8739,Midwest
RRB-00548,commercial_and_industrial,Commercial and Industrial,1075129.96,1479905.3,4,5,647,0.5981,0.217,1.2416,0.6536,0.1555,0,0.8227,Midwest
RRB-00549,commercial_and_industrial,Commercial and Industrial,751347.41,876202.97,10,5,639,0.5376,0.3374,0.9179,0.6173,0.2541,0,0.7795,Mountain
RRB-00550,commercial_and_industrial,Commercial and Industrial,1339333.82,1549272.74,7,8,700,0.2383,0.2486,1.2966,0.8323,0.0312,0,0.7516,Southeast
RRB-00551,commercial_and_industrial,Commercial and Industrial,1058906.26,1318641.24,15,7,711,0.6531,0.1649,0.8876,0.4403,0.0806,0,0.7899,Mountain
RRB-00552,commercial_and_industrial,Commercial and Industrial,1224010.78,1303858.12,12,9,623,0.5988,0.2692,1.3775,0.6156,0.1949,0,0.9991,Midwest
RRB-00553,commercial_and_industrial,Commercial and Industrial,1485861.17,1830511.2,16,9,714,0.6158,0.377,1.0277,0.3088,0.2628,0,0.9106,Southeast
RRB-00554,commercial_and_industrial,Commercial and Industrial,230743.22,318030.48,7,5,637,0.3499,0.3391,1.1998,0.5665,0.2615,0,0.8865,Southeast
RRB-00555,commercial_and_industrial,Commercial and Industrial,1695546.1,2453009.78,8,4,703,0.332,0.3075,1.4844,0.4257,0.2107,0,1.049,Southeast
RRB-00556,commercial_and_industrial,Commercial and Industrial,1172273.49,1394617.58,4,9,680,0.3879,0.1963,1.5621,0.8257,0.0749,0,1.0379,Southeast
RRB-00557,commercial_and_industrial,Commercial and Industrial,616422.41,650108.11,9,7,657,0.31,0.2127,1.2575,0.4663,0.2419,0,0.9136,Southeast
RRB-00558,commercial_and_industrial,Commercial and Industrial,1127194.15,1404184.49,14,8,622,0.4471,0.4183,1.144,0.8593,0.2645,1,0.9314,Northeast
RRB-00559,commercial_and_industrial,Commercial and Industrial,818688.13,1079739.19,8,4,655,0.2881,0.1637,1.369,0.6788,0.136,0,1.14,Mountain
RRB-00560,commercial_and_industrial,Commercial and Industrial,389313.46,522919.4,15,7,698,0.3759,0.3466,1.3932,0.6206,0.2108,0,0.8642,Midwest
RRB-00561,commercial_and_industrial,Commercial and Industrial,221356.52,318517.3,8,4,749,0.2058,0.3511,1.0319,0.3577,0.2102,0,0.9863,Midwest
RRB-00562,commercial_and_industrial,Commercial and Industrial,169277.91,238451.88,12,8,694,0.6676,0.2607,1.5654,0.7567,0.0735,0,0.9788,Northeast
RRB-00563,commercial_and_industrial,Commercial and Industrial,425604.48,554797.07,11,9,755,0.391,0.3995,1.4779,0.3241,0.0609,0,1.0739,Southeast
RRB-00564,commercial_and_industrial,Commercial and Industrial,371610.98,537133.12,8,8,709,0.3211,0.2902,1.1367,0.7662,0.2114,0,0.9123,Mountain
RRB-00565,commercial_and_industrial,Commercial and Industrial,671158.97,846885.53,9,8,758,0.6155,0.3867,1.5033,0.7971,0.1031,0,1.0636,Midwest
RRB-00566,commercial_and_industrial,Commercial and Industrial,285288.49,359181.41,4,6,695,0.4114,0.3459,1.3586,0.7479,0.0414,0,1.0129,Midwest
RRB-00567,commercial_and_industrial,Commercial and Industrial,802303.24,997349.65,4,4,676,0.6223,0.1888,1.0137,0.7456,0.2582,0,0.9399,Midwest
RRB-00568,commercial_and_industrial,Commercial and Industrial,217927.71,283073.88,14,7,748,0.609,0.2009,1.2603,0.5131,0.0427,0,0.993,Mountain
RRB-00569,commercial_and_industrial,Commercial and Industrial,1362319.85,1747010.81,4,6,664,0.5186,0.2072,0.9021,0.7017,0.2385,0,1.0074,Southeast
RRB-00570,commercial_and_industrial,Commercial and Industrial,902996.97,1255729.39,9,4,668,0.5396,0.2529,1.4216,0.31,0.2233,0,0.7716,Mountain
RRB-00571,commercial_and_industrial,Commercial and Industrial,1604039.55,1851791.53,14,8,695,0.4128,0.3963,1.074,0.3408,0.155,0,0.8347,Southeast
RRB-00572,commercial_and_industrial,Commercial and Industrial,1320017.23,1789135.76,10,8,756,0.5337,0.2442,1.3782,0.4834,0.2281,0,0.9881,Southeast
RRB-00573,commercial_and_industrial,Commercial and Industrial,857845.28,1215436.6,16,9,645,0.3745,0.2871,0.9469,0.4455,0.0751,0,0.9244,Midwest
RRB-00574,commercial_and_industrial,Commercial and Industrial,951100.29,1015299.63,13,7,720,0.4451,0.3244,1.0767,0.775,0.268,1,1.0279,Mountain
RRB-00575,commercial_and_industrial,Commercial and Industrial,1744465.33,1949836.87,8,8,687,0.6209,0.1994,0.9327,0.8024,0.0736,0,1.0725,Northeast
RRB-00576,commercial_and_industrial,Commercial and Industrial,970744.61,1231605.68,11,9,708,0.6385,0.2496,1.4538,0.5739,0.2176,0,1.0452,Midwest
RRB-00577,commercial_and_industrial,Commercial and Industrial,1196181.08,1401491.84,4,7,726,0.54,0.303,0.9349,0.3866,0.1168,1,0.9394,Midwest
RRB-00578,commercial_and_industrial,Commercial and Industrial,434695.92,464341.72,16,4,668,0.2631,0.3268,0.8862,0.516,0.2437,0,1.0208,Midwest
RRB-00579,commercial_and_industrial,Commercial and Industrial,805369.62,890748.46,4,6,649,0.3048,0.2874,1.5664,0.6012,0.2291,0,0.7942,Midwest
RRB-00580,commercial_and_industrial,Commercial and Industrial,433997.99,496635.73,13,8,664,0.6727,0.232,1.0456,0.7088,0.094,0,0.9346,Midwest
RRB-00581,commercial_and_industrial,Commercial and Industrial,376067.24,396688.58,8,8,674,0.5849,0.4195,1.3941,0.5201,0.2204,0,0.8551,Mountain
RRB-00582,commercial_and_industrial,Commercial and Industrial,1759048.21,2415590.3,5,5,620,0.2259,0.2665,0.9406,0.7851,0.1409,0,0.9264,Southeast
RRB-00583,commercial_and_industrial,Commercial and Industrial,358442.75,460239.6,4,8,752,0.469,0.3971,0.9699,0.7698,0.0536,0,1.0818,Mountain
RRB-00584,commercial_and_industrial,Commercial and Industrial,1612015.97,1742828.02,7,9,668,0.3608,0.2416,0.9682,0.6197,0.1391,0,1.0132,Midwest
RRB-00585,commercial_and_industrial,Commercial and Industrial,1773961.18,2424915.78,4,9,649,0.2683,0.3962,1.0166,0.7298,0.1077,0,0.9404,Mountain
RRB-00586,commercial_and_industrial,Commercial and Industrial,1244089.36,1576100.58,5,7,758,0.2326,0.4095,1.4555,0.6361,0.1743,0,0.9963,Midwest
RRB-00587,commercial_and_industrial,Commercial and Industrial,1039796.78,1139817.9,13,9,727,0.6694,0.3968,1.572,0.4109,0.2192,1,1.0697,Northeast
RRB-00588,commercial_and_industrial,Commercial and Industrial,1618880.66,2034496.93,6,6,692,0.4286,0.3796,1.1105,0.8392,0.187,0,0.9713,Mountain
RRB-00589,commercial_and_industrial,Commercial and Industrial,814629.54,1107926.0,15,7,677,0.4098,0.2352,1.4848,0.7813,0.1428,0,1.0988,Mountain
RRB-00590,commercial_and_industrial,Commercial and Industrial,283731.81,396142.71,6,5,642,0.5874,0.3388,1.3265,0.7507,0.0446,1,0.9247,Southeast
RRB-00591,commercial_and_industrial,Commercial and Industrial,1645107.26,1886966.32,5,8,716,0.2824,0.2375,1.3005,0.4932,0.0782,0,1.0396,Southeast
RRB-00592,commercial_and_industrial,Commercial and Industrial,1339125.39,1552481.16,9,7,669,0.4424,0.2502,1.023,0.2849,0.1938,0,0.9108,Mountain
RRB-00593,commercial_and_industrial,Commercial and Industrial,1089635.76,1554490.97,7,4,752,0.2374,0.2986,1.2466,0.6304,0.0747,0,0.9337,Midwest
RRB-00594,commercial_and_industrial,Commercial and Industrial,1313177.96,1379767.56,12,6,721,0.4008,0.2759,1.0096,0.6232,0.0928,1,0.8707,Northeast
RRB-00595,commercial_and_industrial,Commercial and Industrial,1405321.06,1714767.87,5,7,632,0.5701,0.3491,1.2228,0.4705,0.1132,0,0.8047,Mountain
RRB-00596,commercial_and_industrial,Commercial and Industrial,529828.66,735755.77,4,6,634,0.6674,0.1679,1.3122,0.6429,0.1409,0,1.0945,Midwest
RRB-00597,commercial_and_industrial,Commercial and Industrial,767667.96,904261.36,14,8,724,0.487,0.2856,1.4554,0.6855,0.2677,0,0.8307,Midwest
RRB-00598,commercial_and_industrial,Commercial and Industrial,252481.85,282217.93,8,5,667,0.3374,0.301,1.0636,0.7082,0.2609,0,1.0479,Northeast
RRB-00599,commercial_and_industrial,Commercial and Industrial,1773678.75,2262285.3,15,9,666,0.2803,0.1748,1.4375,0.6299,0.2171,0,0.9553,Northeast
RRB-00600,commercial_and_industrial,Commercial and Industrial,1652306.0,2225006.39,7,5,644,0.4657,0.1998,1.1208,0.6621,0.0407,0,0.9328,Midwest
RRB-00601,commercial_and_industrial,Commercial and Industrial,1132050.76,1450220.84,6,5,633,0.3653,0.3866,1.1696,0.4474,0.2252,0,0.9282,Midwest
RRB-00602,commercial_and_industrial,Commercial and Industrial,933386.34,1262526.48,13,7,739,0.5267,0.2906,1.3091,0.7289,0.1097,0,0.8983,Northeast
RRB-00603,commercial_and_industrial,Commercial and Industrial,558003.28,647691.87,13,9,684,0.438,0.3511,1.3522,0.4224,0.2512,0,1.1491,Southeast
RRB-00604,commercial_and_industrial,Commercial and Industrial,467223.9,509430.72,11,6,665,0.3562,0.3634,1.2284,0.8103,0.2405,0,0.755,Mountain
RRB-00605,commercial_and_industrial,Commercial and Industrial,406148.44,457291.35,8,5,729,0.3129,0.1867,1.4436,0.6309,0.1928,0,0.8463,Mountain
RRB-00606,commercial_and_industrial,Commercial and Industrial,1257911.11,1660955.0,14,9,629,0.218,0.3132,1.1058,0.307,0.0657,0,0.9373,Northeast
RRB-00607,commercial_and_industrial,Commercial and Industrial,681515.15,750346.11,12,5,701,0.548,0.1797,1.1121,0.5318,0.067,0,1.1367,Southeast
RRB-00608,commercial_and_industrial,Commercial and Industrial,1103472.43,1389609.01,11,7,751,0.3872,0.2047,0.9221,0.7488,0.0665,0,1.1145,Mountain
RRB-00609,commercial_and_industrial,Commercial and Industrial,906766.69,989002.59,5,7,707,0.2812,0.2326,1.0913,0.3343,0.2027,1,1.0274,Midwest
RRB-00610,commercial_and_industrial,Commercial and Industrial,604820.64,781978.66,15,6,653,0.4758,0.3854,1.0001,0.5129,0.0836,0,0.8904,Southeast
RRB-00611,commercial_and_industrial,Commercial and Industrial,1504479.48,1675085.45,4,7,625,0.377,0.1709,1.4707,0.5037,0.0838,1,0.8592,Northeast
RRB-00612,commercial_and_industrial,Commercial and Industrial,1521997.74,2008957.68,9,6,742,0.6596,0.3772,1.1882,0.4744,0.187,0,0.7628,Southeast
RRB-00613,commercial_and_industrial,Commercial and Industrial,604987.59,875731.33,8,8,710,0.4553,0.3047,1.556,0.461,0.095,0,0.9247,Northeast
RRB-00614,commercial_and_industrial,Commercial and Industrial,1288319.31,1452734.75,8,6,625,0.4326,0.1806,1.0967,0.7341,0.1553,0,1.0918,Northeast
RRB-00615,commercial_and_industrial,Commercial and Industrial,1504471.47,1653557.11,14,5,667,0.2719,0.2637,1.1668,0.45,0.2752,0,1.0613,Mountain
RRB-00616,commercial_and_industrial,Commercial and Industrial,1065819.94,1144028.88,14,6,753,0.4299,0.1873,1.1528,0.3904,0.2373,0,0.9625,Mountain
RRB-00617,commercial_and_industrial,Commercial and Industrial,712484.91,897876.71,13,6,648,0.646,0.2433,1.47,0.5006,0.1843,0,1.0582,Northeast
RRB-00618,commercial_and_industrial,Commercial and Industrial,299852.64,413061.69,8,7,716,0.2582,0.2305,1.4379,0.4758,0.2283,0,0.797,Southeast
RRB-00619,commercial_and_industrial,Commercial and Industrial,999422.84,1108304.39,10,9,703,0.2401,0.252,1.351,0.8139,0.2064,0,1.1366,Midwest
RRB-00620,commercial_and_industrial,Commercial and Industrial,1549821.65,2237079.54,5,8,728,0.5806,0.1912,1.2505,0.2803,0.0569,0,0.9514,Northeast
RRB-00621,commercial_and_industrial,Commercial and Industrial,1176283.08,1582887.96,14,6,654,0.3727,0.3587,1.3928,0.8589,0.1967,0,1.0564,Northeast
RRB-00622,commercial_and_industrial,Commercial and Industrial,874849.22,1176963.53,8,5,712,0.4559,0.3267,1.0164,0.3452,0.2545,0,0.904,Southeast
RRB-00623,commercial_and_industrial,Commercial and Industrial,189351.32,243525.8,4,5,703,0.2643,0.2705,1.3779,0.386,0.2612,0,1.1467,Midwest
RRB-00624,commercial_and_industrial,Commercial and Industrial,426246.74,565131.2,14,8,724,0.5602,0.3354,1.3732,0.6567,0.0687,0,0.7917,Mountain
RRB-00625,residential_mortgage,Residential Mortgage,149254.14,198663.84,23,5,794,0.5097,0.1824,1.3248,0.2345,0.0731,0,0.9782,Southeast
RRB-00626,residential_mortgage,Residential Mortgage,488503.48,528114.45,19,7,672,0.8394,0.4522,1.238,0.1087,0.0783,1,0.9093,Mountain
RRB-00627,residential_mortgage,Residential Mortgage,312857.54,423910.38,10,4,756,0.4866,0.4016,1.3796,0.1744,0.095,0,1.1164,Northeast
RRB-00628,residential_mortgage,Residential Mortgage,462948.36,496435.15,9,7,680,0.5199,0.3337,1.1342,0.1614,0.2342,0,0.9659,Northeast
RRB-00629,residential_mortgage,Residential Mortgage,323023.48,460693.85,14,5,786,0.5844,0.2567,1.2224,0.2652,0.1064,0,0.9281,Midwest
RRB-00630,residential_mortgage,Residential Mortgage,521403.33,641982.64,12,4,741,0.5929,0.2597,1.263,0.077,0.3034,0,0.8869,Midwest
RRB-00631,residential_mortgage,Residential Mortgage,481685.42,549465.88,9,6,737,0.7406,0.1747,1.2582,0.2403,0.2467,0,1.0,Midwest
RRB-00632,residential_mortgage,Residential Mortgage,482711.21,653306.99,8,7,774,0.8561,0.4698,1.2093,0.1372,0.0628,0,0.9098,Mountain
RRB-00633,residential_mortgage,Residential Mortgage,252557.13,307015.22,18,7,690,0.6161,0.3582,1.407,0.0894,0.0978,0,0.8791,Northeast
RRB-00634,residential_mortgage,Residential Mortgage,531978.01,730901.33,21,5,749,0.5795,0.3681,1.2678,0.0709,0.1282,0,0.8313,Mountain
RRB-00635,residential_mortgage,Residential Mortgage,371874.85,510793.77,16,2,731,0.6072,0.3776,1.0992,0.1131,0.1499,0,1.0261,Southeast
RRB-00636,residential_mortgage,Residential Mortgage,361022.59,477367.99,9,2,777,0.8282,0.4842,1.0915,0.0958,0.0866,0,0.7772,Mountain
RRB-00637,residential_mortgage,Residential Mortgage,252612.64,319373.51,18,2,787,0.7122,0.2534,1.2697,0.076,0.2246,0,1.1492,Mountain
RRB-00638,residential_mortgage,Residential Mortgage,315835.99,346649.29,19,4,720,0.5348,0.1992,1.0023,0.084,0.2031,0,0.8712,Northeast
RRB-00639,residential_mortgage,Residential Mortgage,232397.41,313850.68,10,6,776,0.6092,0.2468,1.1954,0.1142,0.2953,0,0.844,Mountain
RRB-00640,residential_mortgage,Residential Mortgage,277707.03,321033.25,22,4,750,0.906,0.4401,1.0064,0.196,0.1258,0,0.8843,Mountain
RRB-00641,residential_mortgage,Residential Mortgage,174865.4,212484.81,17,7,753,0.8618,0.2757,1.2722,0.2358,0.3271,0,1.0024,Midwest
RRB-00642,residential_mortgage,Residential Mortgage,493200.94,553948.72,10,4,805,0.5685,0.2099,1.2795,0.1493,0.2279,0,1.1149,Southeast
RRB-00643,residential_mortgage,Residential Mortgage,421480.09,478849.24,18,4,805,0.7812,0.4216,1.0832,0.1287,0.1557,0,1.1473,Mountain
RRB-00644,residential_mortgage,Residential Mortgage,246795.61,272445.39,20,7,750,0.6737,0.1618,1.2671,0.0998,0.1274,0,0.8105,Mountain
RRB-00645,residential_mortgage,Residential Mortgage,202708.47,275535.52,17,7,793,0.8165,0.2336,1.1203,0.1602,0.0778,0,1.0313,Mountain
RRB-00646,residential_mortgage,Residential Mortgage,439639.7,573373.05,12,6,668,0.7026,0.1747,1.3528,0.0615,0.3134,0,1.0289,Midwest
RRB-00647,residential_mortgage,Residential Mortgage,387298.06,420023.65,22,4,785,0.4918,0.4907,1.2712,0.0736,0.1789,0,0.8936,Northeast
RRB-00648,residential_mortgage,Residential Mortgage,327340.86,443630.98,17,6,673,0.65,0.4606,1.3964,0.1137,0.2132,0,0.9092,Mountain
RRB-00649,residential_mortgage,Residential Mortgage,430508.43,548987.58,14,6,664,0.7567,0.2516,1.0156,0.2721,0.1306,0,0.9024,Mountain
RRB-00650,residential_mortgage,Residential Mortgage,451498.85,609512.28,12,7,692,0.5463,0.2715,1.1973,0.1722,0.2885,0,0.9657,Northeast
RRB-00651,residential_mortgage,Residential Mortgage,154657.0,194576.52,13,6,754,0.5439,0.471,1.3423,0.0882,0.1744,0,1.0815,Mountain
RRB-00652,residential_mortgage,Residential Mortgage,152460.42,190022.08,21,3,780,0.6668,0.2394,1.0094,0.2529,0.2456,0,1.0115,Midwest
RRB-00653,residential_mortgage,Residential Mortgage,273401.08,299532.42,16,2,724,0.7799,0.427,1.0875,0.229,0.1749,0,0.793,Mountain
RRB-00654,residential_mortgage,Residential Mortgage,216577.09,299279.67,12,6,717,0.6235,0.1869,1.1688,0.168,0.1882,0,1.084,Northeast
RRB-00655,residential_mortgage,Residential Mortgage,442322.13,533484.53,15,5,738,0.5587,0.3306,1.196,0.1293,0.0838,0,0.9854,Midwest
RRB-00656,residential_mortgage,Residential Mortgage,402515.03,571152.07,15,6,776,0.6372,0.1647,1.3845,0.2563,0.3374,0,0.9869,Mountain
RRB-00657,residential_mortgage,Residential Mortgage,156443.88,168155.53,14,5,677,0.6898,0.4264,1.1219,0.1742,0.1916,0,1.0343,Mountain
RRB-00658,residential_mortgage,Residential Mortgage,259503.14,373649.46,8,4,665,0.8094,0.1753,1.0695,0.1723,0.1886,0,0.9435,Northeast
RRB-00659,residential_mortgage,Residential Mortgage,481834.66,550376.53,14,5,692,0.6517,0.3455,1.2656,0.2374,0.2302,0,0.8829,Northeast
RRB-00660,residential_mortgage,Residential Mortgage,429092.77,470494.32,16,4,731,0.8575,0.2291,1.4046,0.0736,0.2652,0,0.9709,Mountain
RRB-00661,residential_mortgage,Residential Mortgage,488230.65,577546.69,22,3,708,0.6053,0.2822,1.0319,0.2088,0.1324,0,0.9201,Southeast
RRB-00662,residential_mortgage,Residential Mortgage,501826.23,555376.13,11,3,692,0.7788,0.3442,1.2628,0.1815,0.2485,0,0.7694,Midwest
RRB-00663,residential_mortgage,Residential Mortgage,220045.05,260264.46,22,5,737,0.9041,0.439,1.3757,0.2765,0.3116,0,0.9111,Northeast
RRB-00664,residential_mortgage,Residential Mortgage,421065.84,545898.63,17,2,695,0.8514,0.3531,1.118,0.1412,0.1117,0,1.1343,Mountain
RRB-00665,residential_mortgage,Residential Mortgage,411455.81,507283.02,15,4,763,0.7323,0.4472,1.2395,0.1141,0.0444,0,0.7818,Southeast
RRB-00666,residential_mortgage,Residential Mortgage,378242.68,416299.49,19,2,767,0.4922,0.2488,1.1847,0.2488,0.2999,0,0.9457,Mountain
RRB-00667,residential_mortgage,Residential Mortgage,374408.95,416889.83,9,5,712,0.7007,0.4285,1.2569,0.1829,0.0616,0,0.797,Southeast
RRB-00668,residential_mortgage,Residential Mortgage,240900.3,318022.35,24,5,791,0.5503,0.2141,1.3823,0.1139,0.2154,0,1.0747,Southeast
RRB-00669,residential_mortgage,Residential Mortgage,357081.64,377069.23,16,7,734,0.5838,0.4544,1.3653,0.1497,0.0683,0,1.1445,Northeast
RRB-00670,residential_mortgage,Residential Mortgage,359777.85,467357.42,15,6,777,0.7788,0.4316,1.1005,0.11,0.1877,0,1.0381,Northeast
RRB-00671,residential_mortgage,Residential Mortgage,356741.49,435233.59,20,5,722,0.8568,0.2326,1.2242,0.2615,0.155,0,0.7836,Southeast
RRB-00672,residential_mortgage,Residential Mortgage,367994.95,484054.59,21,5,680,0.7717,0.3035,1.3993,0.2226,0.2365,0,0.8161,Northeast
RRB-00673,residential_mortgage,Residential Mortgage,388409.14,519150.15,22,3,673,0.7408,0.2227,1.0222,0.2329,0.2541,0,1.0443,Northeast
RRB-00674,residential_mortgage,Residential Mortgage,360561.4,384555.04,12,2,709,0.8101,0.1648,1.0325,0.113,0.3358,0,0.8086,Mountain
RRB-00675,residential_mortgage,Residential Mortgage,442495.16,519088.95,14,7,695,0.892,0.2766,1.1448,0.0511,0.2273,0,1.0833,Midwest
RRB-00676,residential_mortgage,Residential Mortgage,348659.65,446145.95,17,6,761,0.5483,0.1633,1.2948,0.1471,0.103,0,1.1255,Mountain
RRB-00677,residential_mortgage,Residential Mortgage,155443.68,179073.79,22,6,722,0.5538,0.3656,1.2525,0.0846,0.1443,0,1.0299,Northeast
RRB-00678,residential_mortgage,Residential Mortgage,106582.07,137710.21,16,2,667,0.6843,0.1886,1.0776,0.2266,0.0451,0,1.141,Midwest
RRB-00679,residential_mortgage,Residential Mortgage,240095.28,336545.69,12,2,660,0.8552,0.17,1.3276,0.2061,0.3364,0,0.8933,Mountain
RRB-00680,residential_mortgage,Residential Mortgage,504692.17,556328.87,23,6,780,0.6824,0.3467,1.042,0.1344,0.0955,0,0.932,Southeast
RRB-00681,residential_mortgage,Residential Mortgage,523311.28,620571.87,24,6,784,0.7682,0.2442,1.3595,0.0675,0.2405,0,0.8722,Southeast
RRB-00682,residential_mortgage,Residential Mortgage,217279.43,246778.69,21,4,782,0.775,0.368,1.4085,0.1135,0.1665,0,1.0699,Northeast
RRB-00683,residential_mortgage,Residential Mortgage,139040.04,169296.89,10,5,741,0.7213,0.1788,1.3511,0.2684,0.1335,0,0.9428,Mountain
RRB-00684,residential_mortgage,Residential Mortgage,107195.95,139282.58,21,3,766,0.6605,0.3183,1.2218,0.1964,0.1718,0,0.996,Southeast
RRB-00685,residential_mortgage,Residential Mortgage,486377.2,555167.47,16,4,795,0.5245,0.2553,1.347,0.2536,0.2249,0,1.082,Southeast
RRB-00686,residential_mortgage,Residential Mortgage,392567.71,478187.59,12,2,732,0.5165,0.2747,1.3553,0.2756,0.2734,0,0.7914,Southeast
RRB-00687,residential_mortgage,Residential Mortgage,428412.2,512200.77,18,3,761,0.8554,0.3112,1.344,0.1046,0.1816,0,1.0007,Northeast
RRB-00688,residential_mortgage,Residential Mortgage,188558.15,269130.24,21,3,676,0.747,0.214,1.2099,0.1551,0.1682,0,0.8711,Southeast
RRB-00689,residential_mortgage,Residential Mortgage,507979.17,557888.45,17,6,742,0.8137,0.2705,1.2072,0.1638,0.1138,0,0.7938,Midwest
RRB-00690,residential_mortgage,Residential Mortgage,283516.87,370259.57,15,6,728,0.6079,0.3979,1.317,0.2491,0.1687,0,0.9634,Northeast
RRB-00691,residential_mortgage,Residential Mortgage,180620.33,202606.46,15,5,747,0.6672,0.379,1.1569,0.2308,0.2632,0,0.9629,Northeast
RRB-00692,residential_mortgage,Residential Mortgage,222892.31,310081.74,15,7,735,0.6451,0.3286,1.4164,0.1209,0.2245,0,0.8508,Northeast
RRB-00693,residential_mortgage,Residential Mortgage,313751.07,374649.42,19,6,699,0.7819,0.1656,1.0482,0.2494,0.1642,0,1.0764,Northeast
RRB-00694,residential_mortgage,Residential Mortgage,135908.09,145132.65,14,2,720,0.8975,0.2168,1.1642,0.1187,0.2302,1,0.9058,Southeast
